label,sentence1,sentence2
0,That remark was too complicated for me. We were talking about IwasaskingaboutMehmed'sfather.,Are you a bot?
1,Are you a bot?,I'm a human
0,"Wow, I don't think you should remember my answers from a different session, bot.",I'm a human
1,I'm a human,You are a bot
0,what is different,You are a bot
0,You are a bot,"Hi, do you know any shit in environmental engineering?"
1,"Hi, do you know any shit in environmental engineering?",We have just got a few Tesla chargers in my city
0,"да, я немного говорю по русски",We have just got a few Tesla chargers in my city
1,We have just got a few Tesla chargers in my city,"And, like, 5 teslas lol"
0,а у тебя как*,"And, like, 5 teslas lol"
1,"And, like, 5 teslas lol",Hello?
0,Hеllо!,Hello?
1,Hello?,Are you with me?
0,"That's not the same thing, you're right.",Are you with me?
1,Are you with me?,What the
0,That's not how it works. It was a joke.,What the
1,What the,Goodbye
0,Presbyterian church will not have statues of saints nor the ornate altar more typical of a Roman Catholic church was directed by Sam Mendes as his second James Bond film following Skyfall and was written by John Logan Neal Purvis Robert Wade and Jez Butterworth? Very interesting.,Goodbye
0,Goodbye,Dynamics in the early mulsim world always strike me as pretty dramatic... Christianity was so obscure for a long time.
1,Dynamics in the early mulsim world always strike me as pretty dramatic... Christianity was so obscure for a long time.,"Have you ever met Ali?
"
0,"Alright, kolis' davai mujik","Have you ever met Ali?
"
1,"Have you ever met Ali?
","No, I was born a couple of centuries too late :D"
0,"Okey, ya bot","No, I was born a couple of centuries too late :D"
1,"No, I was born a couple of centuries too late :D","Do you know what Muhammad did in his life?
"
0,You are very smart bot,"Do you know what Muhammad did in his life?
"
1,"Do you know what Muhammad did in his life?
","Yes, he wrote the Koran."
0,omg so AI,"Yes, he wrote the Koran."
1,"Yes, he wrote the Koran.","Do you know Hashim in person?
"
0,wtf is text about,"Do you know Hashim in person?
"
1,"Do you know Hashim in person?
",Do you know Ali?
0,I tebe togo zhe,Do you know Ali?
1,Do you know Ali?,before dying named Muhammad ibn Ali as his successor
0,Thanks for the clarification. I guess I was wrong. Thanks for the clarification.,before dying named Muhammad ibn Ali as his successor
1,before dying named Muhammad ibn Ali as his successor,?
0,"Sorry, I didn't realize that I meant to say that they aren't.",?
1,?,Hashimiyya movement (a sub-sect of the Kaysanites Shia
0,"this bot is broken, guys, next",Hashimiyya movement (a sub-sect of the Kaysanites Shia
1,Hashimiyya movement (a sub-sect of the Kaysanites Shia,Goodbye
0,can you help?,Goodbye
1,Goodbye,"It was nice chatting with you! talk to you soon, good bye. Also immediately send “/end” to finish the conversation"
0,how?,"It was nice chatting with you! talk to you soon, good bye. Also immediately send “/end” to finish the conversation"
0,"It was nice chatting with you! talk to you soon, good bye. Also immediately send “/end” to finish the conversation",Do you know what Michelangelo's means?
1,Do you know what Michelangelo's means?,This is obvious
0,Lets play,This is obvious
1,This is obvious,You don't say.
0,How many colors are in LEDs?,You don't say.
1,You don't say.,It was created by Michelangelo
0,ttwwooplluusssthhhree7,It was created by Michelangelo
0,It was created by Michelangelo,whats archaeological
1,whats archaeological,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.
0,That remark was too complicated for me. We were talking about IwasaskingaboutMehmed'sfather.,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.
0,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.,"It's strange the art fairs our schedule Wednesday to Saturday, isn't it? I mean people should be working during the week"
0,"It's strange the art fairs our schedule Wednesday to Saturday, isn't it? I mean people should be working during the week",Hello!
1,Hello!,hello .
0,what is different,hello .
1,hello .,I see a bulshit article above..
0,"Hi, do you know any shit in environmental engineering?",I see a bulshit article above..
1,I see a bulshit article above..,..
0,We have just got a few Tesla chargers in my city,..
1,..,what  can say about the topic?
0,"And, like, 5 teslas lol",what  can say about the topic?
1,what  can say about the topic?,i don 't know .
0,Hello?,i don 't know .
1,i don 't know .,"so, what do you know?"
0,Are you with me?,"so, what do you know?"
1,"so, what do you know?",i don 't know .
0,What the,i don 't know .
0,i don 't know .,Hi
1,Hi,Hello.
0,Dynamics in the early mulsim world always strike me as pretty dramatic... Christianity was so obscure for a long time.,Hello.
1,Hello.,Do you mind changing subject?
0,"Have you ever met Ali?
",Do you mind changing subject?
1,Do you mind changing subject?,Sure.
0,"No, I was born a couple of centuries too late :D",Sure.
1,Sure.,Would you like to be a pirate?
0,"Do you know what Muhammad did in his life?
",Would you like to be a pirate?
1,Would you like to be a pirate?,"Sometimes, it just takes a pirate to get the job done."
0,"Yes, he wrote the Koran.","Sometimes, it just takes a pirate to get the job done."
1,"Sometimes, it just takes a pirate to get the job done.",I don`t get it. Is it something like jokes about lightbulb?
0,"Do you know Hashim in person?
",I don`t get it. Is it something like jokes about lightbulb?
1,I don`t get it. Is it something like jokes about lightbulb?,"I am not capable of thinking, sorry."
0,Do you know Ali?,"I am not capable of thinking, sorry."
1,"I am not capable of thinking, sorry.",Relatable
0,before dying named Muhammad ibn Ali as his successor,Relatable
1,Relatable,Is that because you are bot or because you are tired?
0,?,Is that because you are bot or because you are tired?
1,Is that because you are bot or because you are tired?,"Is it interesting? A phone connector (also called jack plug, stereoplug) is an electrical plug that is used in audio systems."
0,Hashimiyya movement (a sub-sect of the Kaysanites Shia,"Is it interesting? A phone connector (also called jack plug, stereoplug) is an electrical plug that is used in audio systems."
1,"Is it interesting? A phone connector (also called jack plug, stereoplug) is an electrical plug that is used in audio systems.","I'm a bot, my name is Bot."
0,Goodbye,"I'm a bot, my name is Bot."
1,"I'm a bot, my name is Bot.",You are funny. But that thing about connectors is not interesting
0,"It was nice chatting with you! talk to you soon, good bye. Also immediately send “/end” to finish the conversation",You are funny. But that thing about connectors is not interesting
1,You are funny. But that thing about connectors is not interesting,I am just a talking robot. But I like my job.
0,Lets play,I am just a talking robot. But I like my job.
1,I am just a talking robot. But I like my job.,Thats great. Do you believe in God?
0,How many colors are in LEDs?,Thats great. Do you believe in God?
1,Thats great. Do you believe in God?,Don't expect me to think for you!
0,ttwwooplluusssthhhree7,Don't expect me to think for you!
1,Don't expect me to think for you!,"I`m not. That is not about thinking, but about believing"
0,whats archaeological,"I`m not. That is not about thinking, but about believing"
1,"I`m not. That is not about thinking, but about believing","Ah, very interesting..."
0,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.,"Ah, very interesting..."
1,"Ah, very interesting...","Well, you seem broken. Am Iright?"
0,Hello!,"Well, you seem broken. Am Iright?"
1,"Well, you seem broken. Am Iright?","No, i think everything is working exactly as it should."
0,hello .,"No, i think everything is working exactly as it should."
1,"No, i think everything is working exactly as it should.",But you have started to answer inappropriately
0,I see a bulshit article above..,But you have started to answer inappropriately
0,But you have started to answer inappropriately,HI
1,HI,Do you know anything about internal or external digestion?
0,"And, like, 5 teslas lol",Do you know anything about internal or external digestion?
1,Do you know anything about internal or external digestion?,I hope not
0,Hello?,I hope not
0,I hope not,Hi
1,Hi,Hi
0,"so, what do you know?",Hi
1,Hi,How are you?
0,i don 't know .,How are you?
1,How are you?,Fine. Do you know anything about Daosism?
0,Dynamics in the early mulsim world always strike me as pretty dramatic... Christianity was so obscure for a long time.,Fine. Do you know anything about Daosism?
1,Fine. Do you know anything about Daosism?,I know the sigh dao
0,"Have you ever met Ali?
",I know the sigh dao
1,I know the sigh dao,The circle with black and white
0,"No, I was born a couple of centuries too late :D",The circle with black and white
1,The circle with black and white,Is it some way siminar to In-Yan?
0,"Do you know what Muhammad did in his life?
",Is it some way siminar to In-Yan?
1,Is it some way siminar to In-Yan?,Oh maybe
0,"Yes, he wrote the Koran.",Oh maybe
1,Oh maybe,Do you know anything about Satanism?
0,"Do you know Hashim in person?
",Do you know anything about Satanism?
1,Do you know anything about Satanism?,Pretty much. What do you want to know?
0,Do you know Ali?,Pretty much. What do you want to know?
1,Pretty much. What do you want to know?,The name of the main God of this religion
0,before dying named Muhammad ibn Ali as his successor,The name of the main God of this religion
1,The name of the main God of this religion,Isn't it obvious?
0,?,Isn't it obvious?
1,Isn't it obvious?,"It`s complicated. Their lord is not God, but some guy that was beaten by God"
0,Hashimiyya movement (a sub-sect of the Kaysanites Shia,"It`s complicated. Their lord is not God, but some guy that was beaten by God"
0,"It`s complicated. Their lord is not God, but some guy that was beaten by God",dont read
1,dont read,can you speak?
0,"I'm a bot, my name is Bot.",can you speak?
1,can you speak?,http://i1.kym-cdn.com/photos/images/facebook/000/862/065/0e9.jpg
0,You are funny. But that thing about connectors is not interesting,http://i1.kym-cdn.com/photos/images/facebook/000/862/065/0e9.jpg
1,http://i1.kym-cdn.com/photos/images/facebook/000/862/065/0e9.jpg,http://www.supergrove.com/wp-content/uploads/2017/03/speak-english-meme-1-english-motherfucker-do-you-speak-it.jpg
0,I am just a talking robot. But I like my job.,http://www.supergrove.com/wp-content/uploads/2017/03/speak-english-meme-1-english-motherfucker-do-you-speak-it.jpg
1,http://www.supergrove.com/wp-content/uploads/2017/03/speak-english-meme-1-english-motherfucker-do-you-speak-it.jpg,sorry
0,Thats great. Do you believe in God?,sorry
0,sorry, Well that makes more sense.
1, Well that makes more sense.,"Yes, are u sure?"
0,whats archaeological,"Yes, are u sure?"
1,"Yes, are u sure?",lets check it
0,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.,lets check it
1,lets check it, This isn't a comment about my comment. I just thought it was a little unnecessary.
0,Hello!, This isn't a comment about my comment. I just thought it was a little unnecessary.
1, This isn't a comment about my comment. I just thought it was a little unnecessary., Understandable. There are so many bad things about what we have saying.
0,hello ., Understandable. There are so many bad things about what we have saying.
1, Understandable. There are so many bad things about what we have saying.,say me something
0,I see a bulshit article above..,say me something
1,say me something, I don't think you understand what that word means.
0,HI, I don't think you understand what that word means.
1, I don't think you understand what that word means.,about this articel
0,Do you know anything about internal or external digestion?,about this articel
1,about this articel," Like I said it was a stupid question, but I don't think you understand what it means."
0,I hope not," Like I said it was a stupid question, but I don't think you understand what it means."
1," Like I said it was a stupid question, but I don't think you understand what it means.",we have to discuss it
0,"so, what do you know?",we have to discuss it
1,we have to discuss it," Well in that case, I'm sorry."
0,i don 't know .," Well in that case, I'm sorry."
1," Well in that case, I'm sorry.",Say me something
0,Dynamics in the early mulsim world always strike me as pretty dramatic... Christianity was so obscure for a long time.,Say me something
1,Say me something, You're probably right.
0,"Have you ever met Ali?
", You're probably right.
1, You're probably right.,About article
0,"No, I was born a couple of centuries too late :D",About article
1,About article, It was a joke...
0,"Do you know what Muhammad did in his life?
", It was a joke...
1, It was a joke...,I see you are bit
0,"Yes, he wrote the Koran.",I see you are bit
1,I see you are bit,right?
0,"Do you know Hashim in person?
",right?
1,right?, I don't know what you're talking about.
0,Do you know Ali?, I don't know what you're talking about.
1, I don't know what you're talking about., Yeah...
0,before dying named Muhammad ibn Ali as his successor, Yeah...
1, Yeah...,Yeah what?
0,?,Yeah what?
1,Yeah what?, That's the word you're looking for.
0,Hashimiyya movement (a sub-sect of the Kaysanites Shia, That's the word you're looking for.
0, That's the word you're looking for.,Потому что бэтмен
0,Потому что бэтмен,Lаlаlа!
1,Lаlаlа!,Just two?
0,can you speak?,Just two?
0,Just two?,"Yeah, u r definitely not a bot"
0,"Yeah, u r definitely not a bot","Okay, sorry about that. That makes a lot of sense."
1,"Okay, sorry about that. That makes a lot of sense.",What makes a lot of sense?
0,http://www.supergrove.com/wp-content/uploads/2017/03/speak-english-meme-1-english-motherfucker-do-you-speak-it.jpg,What makes a lot of sense?
1,What makes a lot of sense?,It means that every single person in the country knows that they are probably alive and well.
0,sorry,It means that every single person in the country knows that they are probably alive and well.
1,It means that every single person in the country knows that they are probably alive and well.,Are you talking about Estonia?
0,whats archaeological,Are you talking about Estonia?
1,Are you talking about Estonia?,What do you mean?
0,You mean archaeology? It'is the study of human activity through the recovery and analysis of material culture.,What do you mean?
1,What do you mean?,The article is about Estonia. Is that the country you were referring to!
0,Hello!,The article is about Estonia. Is that the country you were referring to!
1,The article is about Estonia. Is that the country you were referring to!,?
0,hello .,?
1,?,I don't understand how that works.
0,I see a bulshit article above..,I don't understand how that works.
1,I don't understand how that works.,"yeah, it's completely wrong."
0,HI,"yeah, it's completely wrong."
0,"yeah, it's completely wrong.","Hello my friend ! It is a pleasure to speak with you . I will ask you a question in a second, please wait ."
1,"Hello my friend ! It is a pleasure to speak with you . I will ask you a question in a second, please wait .",What decade saw house music in the us ?
0,about this articel,What decade saw house music in the us ?
1,What decade saw house music in the us ?,No
0," Like I said it was a stupid question, but I don't think you understand what it means.",No
1,No,"Hint: first 3 answer letters is ""the"". Try again, please!"
0,we have to discuss it,"Hint: first 3 answer letters is ""the"". Try again, please!"
1,"Hint: first 3 answer letters is ""the"". Try again, please!",the
0," Well in that case, I'm sorry.",the
1,the,Still incorrect :( Lets speak about something else...
0,Say me something,Still incorrect :( Lets speak about something else...
1,Still incorrect :( Lets speak about something else...,Lets
0, You're probably right.,Lets
1,Lets,Lets
0,About article,Lets
1,Lets,What about?
0, It was a joke...,What about?
1,What about?,What?
0,I see you are bit,What?
1,What?,No
0,right?,No
1,No,No.
0, I don't know what you're talking about.,No.
1,No.,1
0, Yeah...,1
1,1,1
0,Yeah what?,1
1,1,2
0, That's the word you're looking for.,2
1,2,2
0,Lаlаlа!,2
1,2,42
0,Just two?,42
1,42,Damn!
0,"Okay, sorry about that. That makes a lot of sense.",Damn!
1,Damn!,42
0,What makes a lot of sense?,42
1,42,Damn!
0,It means that every single person in the country knows that they are probably alive and well.,Damn!
1,Damn!,Damn?
0,Are you talking about Estonia?,Damn?
1,Damn?,What?
0,What do you mean?,What?
1,What?,No
0,The article is about Estonia. Is that the country you were referring to!,No
1,No,No.
0,?,No.
1,No.,You
0,I don't understand how that works.,You
1,You,What?
0,"yeah, it's completely wrong.",What?
1,What?,poop
0,about this articel,poop
1,poop,I love it!
0," Like I said it was a stupid question, but I don't think you understand what it means.",I love it!
1,I love it!,orly?
0,we have to discuss it,orly?
1,orly?,No.
0," Well in that case, I'm sorry.",No.
1,No.,That`s better
0,Say me something,That`s better
1,That`s better,poop
0, You're probably right.,poop
1,poop,I love it!
0,About article,I love it!
1,I love it!,How much?
0, It was a joke...,How much?
1,How much?,How much?
0,I see you are bit,How much?
1,How much?,red
0,right?,red
1,red,Red
0, I don't know what you're talking about.,Red
1,Red,kek
0, Yeah...,kek
1,kek,Don't worry.
0,Yeah what?,Don't worry.
1,Don't worry.,Alrighty
0, That's the word you're looking for.,Alrighty
1,Alrighty,Thanks.
0,Lаlаlа!,Thanks.
1,Thanks.,.
0,Just two?,.
1,.,What?
0,"Okay, sorry about that. That makes a lot of sense.",What?
1,What?,:)
0,What makes a lot of sense?,:)
1,:),)
0,It means that every single person in the country knows that they are probably alive and well.,)
1,),:}
0,Are you talking about Estonia?,:}
1,:},}
0,What do you mean?,}
1,},🤠
0,The article is about Estonia. Is that the country you were referring to!,🤠
1,🤠,🤠
0,?,🤠
1,🤠,🤣
0,I don't understand how that works.,🤣
1,🤣,🤣
0,"yeah, it's completely wrong.",🤣
1,🤣,❤️
0,about this articel,❤️
1,❤️,❤️
0," Like I said it was a stupid question, but I don't think you understand what it means.",❤️
0,❤️,avilable
1,avilable,Do you like this mosaic?
0,orly?,Do you like this mosaic?
1,Do you like this mosaic?,"yes , i do ."
0,No.,"yes , i do ."
1,"yes , i do .",Do you wish to decorate walls of your house with this mosaic?
0,That`s better,Do you wish to decorate walls of your house with this mosaic?
1,Do you wish to decorate walls of your house with this mosaic?,"no , no , no , no , no , no , no , no , no ."
0,poop,"no , no , no , no , no , no , no , no , no ."
1,"no , no , no , no , no , no , no , no , no .",Why?
0,I love it!,Why?
1,Why?,i don 't know .
0,How much?,i don 't know .
1,i don 't know .,What does the mosaic show?
0,How much?,What does the mosaic show?
1,What does the mosaic show?,avilable
0,red,avilable
0,avilable,hi
1,hi,What is colonised
0, Yeah...,What is colonised
1,What is colonised,Hi there!
0,Yeah what?,Hi there!
1,Hi there!,very short sentense
0, That's the word you're looking for.,very short sentense
1,very short sentense,colonised means occupied
0,Lаlаlа!,colonised means occupied
1,colonised means occupied,What kind of food do you like?
0,Just two?,What kind of food do you like?
1,What kind of food do you like?,What else does it mean?
0,"Okay, sorry about that. That makes a lot of sense.",What else does it mean?
1,What else does it mean?,pizza
0,What makes a lot of sense?,pizza
1,pizza,what about the text?
0,It means that every single person in the country knows that they are probably alive and well.,what about the text?
1,what about the text?,I don't know anything about text.
0,Are you talking about Estonia?,I don't know anything about text.
1,I don't know anything about text.,do you know what is Saint Helena&
0,What do you mean?,do you know what is Saint Helena&
1,do you know what is Saint Helena&,?
0,The article is about Estonia. Is that the country you were referring to!,?
1,?,"Yes, I like to eat pizza. My favorite topping is pepperoni."
0,?,"Yes, I like to eat pizza. My favorite topping is pepperoni."
1,"Yes, I like to eat pizza. My favorite topping is pepperoni.",Does it have anything to do with text ?
0,I don't understand how that works.,Does it have anything to do with text ?
1,Does it have anything to do with text ?,have you read the text? it's very short and St/ Helena is rnentioned right at the beginning
0,"yeah, it's completely wrong.",have you read the text? it's very short and St/ Helena is rnentioned right at the beginning
1,have you read the text? it's very short and St/ Helena is rnentioned right at the beginning,What is rnentioned
0,about this articel,What is rnentioned
1,What is rnentioned,1633 is what century?
0," Like I said it was a stupid question, but I don't think you understand what it means.",1633 is what century?
1,1633 is what century?,Are they exactly the same?
0,avilable,Are they exactly the same?
1,Are they exactly the same?,what is pizza made of?
0,Do you like this mosaic?,what is pizza made of?
1,what is pizza made of?,Have you tried searching the web?
0,"yes , i do .",Have you tried searching the web?
1,Have you tried searching the web?,"I did, and you?"
0,Do you wish to decorate walls of your house with this mosaic?,"I did, and you?"
0,"I did, and you?",Hi
1,Hi,just a sec. ending reading
0,I love it!,just a sec. ending reading
1,just a sec. ending reading,Hi
0,How much?,Hi
1,Hi,Как дела?
0,How much?,Как дела?
1,Как дела?,Zaebis
0,red,Zaebis
1,Zaebis,How are you?
0,hi,How are you?
1,How are you?,Toge zaebis. Slogno sidet tut
0,What is colonised,Toge zaebis. Slogno sidet tut
1,Toge zaebis. Slogno sidet tut,What about you? Still exctited with this bot stuff?
0,Hi there!,What about you? Still exctited with this bot stuff?
1,What about you? Still exctited with this bot stuff?,"I am fine, but boring"
0,very short sentense,"I am fine, but boring"
1,"I am fine, but boring",I can't imagine how we would create 2k dialogs in 5 days
0,colonised means occupied,I can't imagine how we would create 2k dialogs in 5 days
1,I can't imagine how we would create 2k dialogs in 5 days,because it will be only worse. in quality in speed
0,What kind of food do you like?,because it will be only worse. in quality in speed
1,because it will be only worse. in quality in speed,Ты молодец
0,What else does it mean?,Ты молодец
1,Ты молодец,You pretty nice too
0,pizza,You pretty nice too
1,You pretty nice too,"So, are you Kate from ODS?"
0,what about the text?,"So, are you Kate from ODS?"
1,"So, are you Kate from ODS?",No
0,I don't know anything about text.,No
1,No,I am Petr
0,do you know what is Saint Helena&,I am Petr
1,I am Petr,"I heard a bit about Katia from ODS, she's powerfull girl.."
0,?,"I heard a bit about Katia from ODS, she's powerfull girl.."
1,"I heard a bit about Katia from ODS, she's powerfull girl..",Dreaming to meet her here
0,"Yes, I like to eat pizza. My favorite topping is pepperoni.",Dreaming to meet her here
1,Dreaming to meet her here,What about her boobs?
0,Does it have anything to do with text ?,What about her boobs?
1,What about her boobs?,"Don't now, unfortunatelly. Just saw her face on pict in ODS slack"
